,instance_indexinmglist,study_instance_indexinmglist
147347,1344141_0,68512_1344141_0
147351,1344141_1,68512_1344141_1
147386,1344177_0,68514_1344177_0
147390,1344177_1,68514_1344177_1
147419,1344203_0,68515_1344203_0
147423,1344203_1,68515_1344203_1
147465,1344273_0,68519_1344273_0
147469,1344273_1,68519_1344273_1
147489,1344335_0,68521_1344335_0
147493,1344335_1,68521_1344335_1
147525,1344414_0,68523_1344414_0
147529,1344414_1,68523_1344414_1
147541,1344431_0,68524_1344431_0
147545,1344431_1,68524_1344431_1
147580,1344447_0,68524_1344447_0
147584,1344447_1,68524_1344447_1
147598,1344464_0,68526_1344464_0
147602,1344464_1,68526_1344464_1
147615,1344476_0,68526_1344476_0
147619,1344476_1,68526_1344476_1
147643,1344537_0,68529_1344537_0
147644,1344525_0,68529_1344525_0
147645,1344537_1,68529_1344537_1
147646,1344525_1,68529_1344525_1
147671,1344623_0,68533_1344623_0
147675,1344623_1,68533_1344623_1
147712,1344670_0,68536_1344670_0
147713,1344670_1,68536_1344670_1
147758,1344748_0,68540_1344748_0
147762,1344748_1,68540_1344748_1
147802,1344857_0,68545_1344857_0
147806,1344857_1,68545_1344857_1
147831,1345333_1,68575_1345333_1
147833,1345333_0,68575_1345333_0
147873,1345571_0,68579_1345571_0
147874,1345571_1,68579_1345571_1
147960,1346029_0,68589_1346029_0
147961,1346029_1,68589_1346029_1
147988,1345871_0,68591_1345871_0
147992,1345871_1,68591_1345871_1
148009,1346261_0,68605_1346261_0
148010,1346261_1,68605_1346261_1
148081,1346780_0,68627_1346780_0
148085,1346780_1,68627_1346780_1
148106,1347121_0,68651_1347121_0
148110,1347121_1,68651_1347121_1
148137,1347098_0,68653_1347098_0
148141,1347098_1,68653_1347098_1
148145,1347100_0,68653_1347100_0
148149,1347100_1,68653_1347100_1
148176,1347448_0,68657_1347448_0
148180,1347448_1,68657_1347448_1
148205,1347375_0,68659_1347375_0
148206,1347387_0,68659_1347387_0
148213,1347375_1,68659_1347375_1
148214,1347387_1,68659_1347387_1
148238,1347501_0,68661_1347501_0
148242,1347501_1,68661_1347501_1
148276,1347671_1,68665_1347671_1
148280,1347671_2,68665_1347671_2
148323,1347856_0,68670_1347856_0
148327,1347856_1,68670_1347856_1
148342,1347934_0,68672_1347934_0
148346,1347934_1,68672_1347934_1
148358,1347947_0,68672_1347947_0
148362,1347947_1,68672_1347947_1
148376,1348011_0,68673_1348011_0
148408,1348088_0,68675_1348088_0
148412,1348088_1,68675_1348088_1
148426,1348229_0,68677_1348229_0
148430,1348229_1,68677_1348229_1
148447,1348496_0,68685_1348496_0
148451,1348496_1,68685_1348496_1
148498,1348536_0,68686_1348536_0
148502,1348536_1,68686_1348536_1
148516,1348939_0,68708_1348939_0
148520,1348939_1,68708_1348939_1
148553,1348985_0,68709_1348985_0
148554,1348985_1,68709_1348985_1
148586,1349043_0,68713_1349043_0
148590,1349043_1,68713_1349043_1
148594,1349058_0,68713_1349058_0
148598,1349058_1,68713_1349058_1
148638,1349169_1,68716_1349169_1
148642,1349169_2,68716_1349169_2
148653,1349247_0,68718_1349247_0
148657,1349247_1,68718_1349247_1
148697,1349371_0,68726_1349371_0
148698,1349371_1,68726_1349371_1
148716,1349408_0,68727_1349408_0
148720,1349408_1,68727_1349408_1
148758,1349584_0,68733_1349584_0
148759,1349584_1,68733_1349584_1
148785,1349545_0,68734_1349545_0
148789,1349545_1,68734_1349545_1
148802,1349560_0,68734_1349560_0
148806,1349560_1,68734_1349560_1
148810,1349601_0,68736_1349601_0
148814,1349601_1,68736_1349601_1
148856,1349770_0,68740_1349770_0
148860,1349770_1,68740_1349770_1
148892,1349836_0,68742_1349836_0
148896,1349836_1,68742_1349836_1
148916,1349851_1,68743_1349851_1
148918,1349851_0,68743_1349851_0
148950,1350025_1,68746_1350025_1
148952,1350025_0,68746_1350025_0
148985,1350336_1,68751_1350336_1
148987,1350336_0,68751_1350336_0
149000,1350245_0,68761_1350245_0
149004,1350245_1,68761_1350245_1
149052,1350375_0,68765_1350375_0
149056,1350375_1,68765_1350375_1
149073,1350439_0,68767_1350439_0
149077,1350439_1,68767_1350439_1
149094,1350501_0,68768_1350501_0
149098,1350501_1,68768_1350501_1
149130,1350561_0,68770_1350561_0
149131,1350579_1,68770_1350579_1
149132,1350561_1,68770_1350561_1
149140,1350579_0,68770_1350579_0
149175,1350721_0,68775_1350721_0
149179,1350721_1,68775_1350721_1
149183,1350738_0,68775_1350738_0
149187,1350738_1,68775_1350738_1
149218,1350907_0,68781_1350907_0
149222,1350907_1,68781_1350907_1
149255,1350950_0,68782_1350950_0
149256,1350950_1,68782_1350950_1
149316,1351113_0,68785_1351113_0
149317,1351113_1,68785_1351113_1
149380,1351148_0,68789_1351148_0
149384,1351148_1,68789_1351148_1
149420,1351186_0,68790_1351186_0
149424,1351186_1,68790_1351186_1
149439,1351266_1,68791_1351266_1
149456,1351227_0,68792_1351227_0
149460,1351227_1,68792_1351227_1
149468,1351237_0,68792_1351237_0
149472,1351237_1,68792_1351237_1
149497,1351280_0,68794_1351280_0
149501,1351280_1,68794_1351280_1
149562,1351338_0,68795_1351338_0
149566,1351338_1,68795_1351338_1
149601,1351683_0,68805_1351683_0
149605,1351683_1,68805_1351683_1
149629,1351739_0,68806_1351739_0
149633,1351739_1,68806_1351739_1
149655,1351781_0,68810_1351781_0
149656,1351782_0,68810_1351782_0
149703,1351982_0,68812_1351982_0
149707,1351982_1,68812_1351982_1
149732,1351854_0,68814_1351854_0
149736,1351854_1,68814_1351854_1
149803,1351951_0,68815_1351951_0
149807,1351951_1,68815_1351951_1
149817,-1_-1,68817_-1_-1
149860,1352203_0,68829_1352203_0
149864,1352203_1,68829_1352203_1
149876,1352217_0,68829_1352217_0
149880,1352217_1,68829_1352217_1
149902,1352238_0,68830_1352238_0
149903,1352238_1,68830_1352238_1
149956,1352331_0,68833_1352331_0
149960,1352331_1,68833_1352331_1
150004,1352578_0,68856_1352578_0
150008,1352578_1,68856_1352578_1
150032,1352633_0,68859_1352633_0
150036,1352633_1,68859_1352633_1
150061,1352767_1,68863_1352767_1
150063,1352767_0,68863_1352767_0
150108,1353300_0,68895_1353300_0
150112,1353300_1,68895_1353300_1
150116,1353229_0,68895_1353229_0
150120,1353229_1,68895_1353229_1
150182,1353580_1,68911_1353580_1
150188,1353580_0,68911_1353580_0
150235,1353635_1,68916_1353635_1
150241,1353635_0,68916_1353635_0
150318,1354227_0,68936_1354227_0
150322,1354227_1,68936_1354227_1
150346,1354481_0,68949_1354481_0
150350,1354481_1,68949_1354481_1
150381,1354509_0,68950_1354509_0
150385,1354509_1,68950_1354509_1
150417,1354624_0,68953_1354624_0
150421,1354624_1,68953_1354624_1
150474,1354769_0,68958_1354769_0
150478,1354769_1,68958_1354769_1
150507,1354791_0,68959_1354791_0
150511,1354791_1,68959_1354791_1
150547,1354847_0,68961_1354847_0
150551,1354847_1,68961_1354847_1
150676,1355195_0,68979_1355195_0
150680,1355195_1,68979_1355195_1
150734,1355320_0,68981_1355320_0
150738,1355320_1,68981_1355320_1
150801,1355296_0,68983_1355296_0
150805,1355296_1,68983_1355296_1
150859,1355460_1,68986_1355460_1
150864,1355460_0,68986_1355460_0
150921,1355610_0,68991_1355610_0
150922,1355610_1,68991_1355610_1
150949,1355589_0,68992_1355589_0
150953,1355589_1,68992_1355589_1
151034,1356725_0,68995_1356725_0
151035,1356721_0,68995_1356721_0
151036,1355702_0,68995_1355702_0
151037,1356725_1,68995_1356725_1
151038,1355702_1,68995_1355702_1
151069,1355700_1,68995_1355700_1
151074,1356721_1,68995_1356721_1
151093,1355714_0,68996_1355714_0
151097,1355714_1,68996_1355714_1
151109,1355722_0,68996_1355722_0
151113,1355722_1,68996_1355722_1
151123,1355754_0,68997_1355754_0
151127,1355754_1,68997_1355754_1
151189,1356137_0,69005_1356137_0
151193,1356137_1,69005_1356137_1
151215,1356262_0,69006_1356262_0
151219,1356262_1,69006_1356262_1
151223,1356263_0,69006_1356263_0
151227,1356263_1,69006_1356263_1
151267,1356272_0,69009_1356272_0
151268,1356286_1,69009_1356286_1
151269,1356272_1,69009_1356272_1
151276,1356286_0,69009_1356286_0
151366,1356460_0,69016_1356460_0
151370,1356460_1,69016_1356460_1
151395,1356562_0,69028_1356562_0
151396,1356563_0,69028_1356563_0
151403,1356562_1,69028_1356562_1
151404,1356563_1,69028_1356563_1
151428,1356707_0,69034_1356707_0
151432,1356707_1,69034_1356707_1
151451,1356752_0,69035_1356752_0
151455,1356752_1,69035_1356752_1
151470,1356761_0,69035_1356761_0
151474,1356761_1,69035_1356761_1
151480,1356751_3,69035_1356751_3
151504,1356890_0,69041_1356890_0
151508,1356890_1,69041_1356890_1
151542,1357019_0,69045_1357019_0
151546,1357019_1,69045_1357019_1
151581,1357060_0,69047_1357060_0
151586,1357060_1,69047_1357060_1
151604,1357078_0,69048_1357078_0
151608,1357078_1,69048_1357078_1
151630,1357247_0,69055_1357247_0
151634,1357247_1,69055_1357247_1
151688,1357473_0,69063_1357473_0
151692,1357473_1,69063_1357473_1
151720,1357739_0,69072_1357739_0
151724,1357739_1,69072_1357739_1
151809,1357882_0,69076_1357882_0
151810,1357868_1,69076_1357868_1
151811,1357882_1,69076_1357882_1
151818,1357868_0,69076_1357868_0
151838,1358069_0,69083_1358069_0
151842,1358069_1,69083_1358069_1
151885,1358143_0,69085_1358143_0
151886,1358143_1,69085_1358143_1
151906,1358145_0,69085_1358145_0
151910,1358145_1,69085_1358145_1
151935,1358208_0,69087_1358208_0
151939,1358208_1,69087_1358208_1
151962,1358182_0,69088_1358182_0
151972,1358182_1,69088_1358182_1
151981,1358292_0,69092_1358292_0
151985,1358292_1,69092_1358292_1
152008,1358359_0,69093_1358359_0
152009,1358393_0,69093_1358393_0
152016,1358359_1,69093_1358359_1
152017,1358393_1,69093_1358393_1
152033,1358395_0,69093_1358395_0
152034,1358396_0,69093_1358396_0
152046,1358396_1,69093_1358396_1
152083,1358436_0,69097_1358436_0
152087,1358436_1,69097_1358436_1
152091,1358441_0,69097_1358441_0
152095,1358441_1,69097_1358441_1
152130,1358493_0,69100_1358493_0
152134,1358493_1,69100_1358493_1
152138,1358506_0,69100_1358506_0
152142,1358506_1,69100_1358506_1
152180,1358497_0,69101_1358497_0
152184,1358497_1,69101_1358497_1
152211,1358539_0,69102_1358539_0
152215,1358539_1,69102_1358539_1
152261,1358596_1,69105_1358596_1
152265,1358596_2,69105_1358596_2
152272,1358710_0,69108_1358710_0
152289,1358710_1,69108_1358710_1
152336,1358735_0,69109_1358735_0
152340,1358735_1,69109_1358735_1
152349,1358784_0,69110_1358784_0
152353,1358784_1,69110_1358784_1
152354,1358788_0,69110_1358788_0
152387,1358854_0,69112_1358854_0
152388,1358854_1,69112_1358854_1
152408,1358858_0,69112_1358858_0
152412,1358858_1,69112_1358858_1
152422,1358896_0,69113_1358896_0
152423,1358894_0,69113_1358894_0
152424,1358892_0,69113_1358892_0
152425,1358894_1,69113_1358894_1
152426,1358892_1,69113_1358892_1
152457,1359023_0,69116_1359023_0
152461,1359023_1,69116_1359023_1
152496,1359074_0,69120_1359074_0
152500,1359074_1,69120_1359074_1
152507,1359077_0,69120_1359077_0
152511,1359077_1,69120_1359077_1
152539,1359170_0,69126_1359170_0
152540,1359170_1,69126_1359170_1
152592,1359243_0,69128_1359243_0
152596,1359243_1,69128_1359243_1
